ID,Fire,Plot_ID,PlotID_noyr,Year,Species,OMU,DBH,TotHeight,LYHeight,LYGrowth,BudScars,Sprouts,Tally,Comments,fire_year,seed_estab_yr,post_fire_estab,max_ht,value,Visit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,49,11,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,49,11,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,49,11,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,49,11,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,49,11,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,49,11,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,49,11,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,49,11,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,49,11,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,49,11,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,49,11,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,4,NA,NA,NA,2002,2015,13,49,2,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,4,NA,NA,NA,2002,2015,13,49,2,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,49,4,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,49,4,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,49,4,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,49,4,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,49,6,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,49,6,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,49,6,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,49,6,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,49,6,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,49,6,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,49,4,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,49,4,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,49,4,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,49,4,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,8,NA,NA,NA,2002,2011,9,49,3,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,8,NA,NA,NA,2002,2011,9,49,3,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,8,NA,NA,NA,2002,2011,9,49,3,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,49,1,revisit
NA,SHR,SHR004,NA,2019,PIPJ,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,39,1,revisit
NA,SHR,SHR004,NA,2019,PIPJ,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,39,2,revisit
NA,SHR,SHR004,NA,2019,PIPJ,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,39,2,revisit
NA,SHR,SHR004,NA,2019,PICO,NA,NA,NA,NA,NA,4,NA,NA,NA,2002,2015,13,94,1,revisit
NA,SHR,SHR004,NA,2019,PICO,NA,NA,NA,NA,NA,8,NA,NA,NA,2002,2011,9,94,1,revisit
NA,SHR,SHR004,NA,2019,PICO,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,94,1,revisit
NA,SHR,SHR005,NA,2019,PIPJ,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,27,3,revisit
NA,SHR,SHR005,NA,2019,PIPJ,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,27,3,revisit
NA,SHR,SHR005,NA,2019,PIPJ,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,27,3,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,0,NA,NA,NA,2002,2019,17,72,2,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,0,NA,NA,NA,2002,2019,17,72,2,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
NA,SHR,SHR009,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,72,16,revisit
