ID,Fire,Plot_ID,PlotID_noyr,Year,Species,OMU,DBH,TotHeight,LYHeight,LYGrowth,BudScars,Sprouts,Tally,Comments,fire_year,seed_estab_yr,post_fire_estab,max_ht,value,Visit
55,Pendola,PNT1100077,PNT077,2022,LIDE,O,15.0,820.0,NA,NA,NA,8,1,NA,1999,NA,NA,NA,NA,revisit
56,Pendola,PNT1100077,PNT077,2022,LIDE,M,8.5,680.0,NA,NA,NA,9,1,NA,1999,NA,NA,NA,NA,revisit
57,Pendola,PNT1100077,PNT077,2022,LIDE,U,NA,56.5,NA,NA,NA,NA,1,Seeded,1999,NA,NA,NA,NA,revisit
58,Pendola,PNT1100077,PNT077,2022,LIDE,U,NA,7.0,NA,NA,NA,NA,1,Seeded,1999,NA,NA,NA,NA,revisit
59,Pendola,PNT1100077,PNT077,2022,CADE,U,NA,33.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
60,Pendola,PNT1100077,PNT077,2022,CADE,U,NA,24.5,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
61,Pendola,PNT1100077,PNT077,2022,CADE,U,NA,46.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
62,Pendola,PNT1100077,PNT077,2022,LIDE,O,15.5,500.0,NA,NA,NA,9,1,NA,1999,NA,NA,NA,NA,revisit
63,Pendola,PNT1100077,PNT077,2022,LIDE,O,13.5,730.0,NA,NA,NA,20,1,NA,1999,NA,NA,NA,NA,revisit
64,Pendola,PNT1100077,PNT077,2022,LIDE,U,NA,22.5,NA,NA,NA,NA,1,"Likely sprouts from above 2 trees, 25cm away from base of each",1999,NA,NA,NA,NA,revisit
65,Pendola,PNT1100077,PNT077,2022,LIDE,U,NA,7.0,NA,NA,NA,NA,1,"Likely sprouts from above 2 trees, 25cm away from base of each",1999,NA,NA,NA,NA,revisit
66,Pendola,PNT1100077,PNT077,2022,LIDE,U,NA,7.0,NA,NA,NA,NA,1,"Likely sprouts from above 2 trees, 25cm away from base of each",1999,NA,NA,NA,NA,revisit
67,Pendola,PNT1100077,PNT077,2022,CADE,U,NA,46.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
68,Pendola,PNT1100077,PNT077,2022,ABCO,U,NA,112.0,100.0,3.5,17,NA,1,NA,1999,2005,6,NA,NA,revisit
69,Pendola,PNT1100077,PNT077,2022,CADE,U,NA,25.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
70,Pendola,PNT1100077,PNT077,2022,ABCO,U,NA,60.0,55.0,2.5,15,NA,1,NA,1999,2007,8,NA,NA,revisit
71,Pendola,PNT1100077,PNT077,2022,LIDE,U,NA,19.0,NA,NA,NA,NA,1,Seeded,1999,NA,NA,NA,NA,revisit
72,Pendola,PNT1100077,PNT077,2022,CADE,U,NA,47.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
73,Pendola,PNT1100077,PNT077,2022,CADE,U,NA,43.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
74,Pendola,PNT1100077,PNT077,2022,LIDE,U,NA,12.0,NA,NA,NA,NA,1,Seeded,1999,NA,NA,NA,NA,revisit
75,Pendola,PNT1100077,PNT077,2022,CADE,U,NA,40.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
76,Pendola,PNT1100077,PNT077,2022,CADE,U,NA,57.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
77,Pendola,PNT1100077,PNT077,2022,LIDE,U,NA,60.0,NA,NA,NA,NA,1,Seeded,1999,NA,NA,NA,NA,revisit
78,Pendola,PNT1100077,PNT077,2022,LIDE,U,0.25,140.0,NA,NA,NA,NA,1,Seeded,1999,NA,NA,NA,NA,revisit
79,Pendola,PNT1100077,PNT077,2022,ABCO,U,0.5,146.0,130.0,5.5,17,NA,1,NA,1999,2005,6,NA,NA,revisit
80,Pendola,PNT1100077,PNT077,2022,ABCO,U,NA,73.0,12.0,5.0,10,NA,1,NA,1999,2012,13,NA,NA,revisit
81,Pendola,PNT1100077,PNT077,2022,CADE,U,NA,53.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
82,Pendola,PNT1000008,PNT008,2022,LIDE,U,2.5,390.0,NA,NA,NA,3,1,NA,1999,NA,NA,NA,NA,revisit
83,Pendola,PNT1000008,PNT008,2022,LIDE,O,10.0,820.0,NA,NA,NA,2,1,NA,1999,NA,NA,NA,NA,revisit
84,Pendola,PNT1000008,PNT008,2022,LIDE,M,3.5,470.0,NA,NA,NA,2,1,NA,1999,NA,NA,NA,NA,revisit
85,Pendola,PNT1000008,PNT008,2022,CADE,U,NA,89.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
86,Pendola,PNT1000008,PNT008,2022,LIDE,U,NA,4.0,NA,NA,NA,1,1,NA,1999,NA,NA,NA,NA,revisit
87,Pendola,PNT1000008,PNT008,2022,CADE,U,NA,6.0,NA,NA,NA,NA,1,YoY,1999,NA,NA,NA,NA,revisit
88,Pendola,PNT1000008,PNT008,2022,LIDE,O,9.5,710.0,NA,NA,NA,5,1,NA,1999,NA,NA,NA,NA,revisit
89,Pendola,PNT1000008,PNT008,2022,LIDE,O,7.5,890.0,NA,NA,NA,5,1,NA,1999,NA,NA,NA,NA,revisit
90,Pendola,PNT1000008,PNT008,2022,LIDE,M,6.5,730.0,NA,NA,NA,1,1,NA,1999,NA,NA,NA,NA,revisit
91,Pendola,PNT1000008,PNT008,2022,LIDE,U,1.5,340.0,NA,NA,NA,1,1,NA,1999,NA,NA,NA,NA,revisit
92,Pendola,PNT1000008,PNT008,2022,LIDE,U,3.5,620.0,NA,NA,NA,3,1,NA,1999,NA,NA,NA,NA,revisit
93,Pendola,PNT1000008,PNT008,2022,LIDE,O,0.5,880.0,NA,NA,NA,4,1,NA,1999,NA,NA,NA,NA,revisit
94,Pendola,PNT1000008,PNT008,2022,LIDE,O,9.0,630.0,NA,NA,NA,5,1,NA,1999,NA,NA,NA,NA,revisit
95,Pendola,PNT1000008,PNT008,2022,LIDE,M,3.0,670.0,NA,NA,NA,6,1,NA,1999,NA,NA,NA,NA,revisit
96,Pendola,PNT1000008,PNT008,2022,LIDE,O,9.5,800.0,NA,NA,NA,1,1,NA,1999,NA,NA,NA,NA,revisit
97,Pendola,PNT1000008,PNT008,2022,LIDE,O,10.5,960.0,NA,NA,NA,2,1,NA,1999,NA,NA,NA,NA,revisit
98,Pendola,PNT1000008,PNT008,2022,LIDE,O,10.5,104.0,NA,NA,NA,5,1,NA,1999,NA,NA,NA,NA,revisit
99,Pendola,PNT1000008,PNT008,2022,LIDE,U,NA,52.0,NA,NA,NA,1,1,NA,1999,NA,NA,NA,NA,revisit
100,Pendola,PNT1000008,PNT008,2022,PIPJ,U,NA,7.0,NA,NA,0,NA,1,YoY,1999,2022,23,NA,NA,revisit
101,Pendola,PNT1000008,PNT008,2022,LIDE,O,10.0,830.0,NA,NA,NA,2,1,NA,1999,NA,NA,NA,NA,revisit
102,Pendola,PNT1000008,PNT008,2022,LIDE,U,2.0,270.0,NA,NA,NA,3,1,NA,1999,NA,NA,NA,NA,revisit
103,Pendola,PNP1000008,PNP008,2022,PSME,U,1.0,213.0,12.0,10.0,17,NA,1,"Bent, growing from under log",1999,2005,6,NA,NA,revisit
104,Pendola,PNP1000008,PNP008,2022,CADE,U,NA,138.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
105,Pendola,PNP1000008,PNP008,2022,LIDE,O,7.5,440.0,NA,NA,NA,16,1,NA,1999,NA,NA,NA,NA,revisit
106,Pendola,PNP1000008,PNP008,2022,LIDE,U,2.5,202.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
107,Pendola,PNP1000008,PNP008,2022,LIDE,U,3.5,268.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
108,Pendola,PNP1000008,PNP008,2022,LIDE,O,17.0,860.0,NA,NA,NA,9,1,NA,1999,NA,NA,NA,NA,revisit
109,Pendola,PNP1000008,PNP008,2022,LIDE,M,8.0,460.0,NA,NA,NA,3,1,NA,1999,NA,NA,NA,NA,revisit
110,Pendola,PNP1000008,PNP008,2022,LIDE,U,NA,18.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
111,Pendola,PNP1000008,PNP008,2022,PSME,U,NA,39.0,37.0,4.0,10,NA,1,NA,1999,2012,13,NA,NA,revisit
112,Pendola,PNP1000008,PNP008,2022,LIDE,O,11.5,910.0,NA,NA,NA,5,1,NA,1999,NA,NA,NA,NA,revisit
113,Pendola,PNP1000008,PNP008,2022,LIDE,O,8.5,730.0,NA,NA,NA,4,1,NA,1999,NA,NA,NA,NA,revisit
114,Pendola,PNP1000008,PNP008,2022,LIDE,M,3.5,350.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
115,Pendola,PNP1000008,PNP008,2022,LIDE,U,NA,107.0,NA,NA,NA,2,1,Bent over by large LIDE,1999,NA,NA,NA,NA,revisit
116,Pendola,PNP1000008,PNP008,2022,ARME,U,2.5,280.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
117,Pendola,PNP1000008,PNP008,2022,LIDE,O,4.0,280.0,NA,NA,NA,2,1,NA,1999,NA,NA,NA,NA,revisit
118,Pendola,PNP1000008,PNP008,2022,LIDE,U,NA,117.0,NA,NA,NA,NA,1,NA,1999,NA,NA,NA,NA,revisit
119,Pendola,PNP1000008,PNP008,2022,LIDE,O,7.0,460.0,NA,NA,NA,2,1,NA,1999,NA,NA,NA,NA,revisit
120,Freds,FRD1309010,FRD901,2022,ABCO,O,NA,11.5,10.0,1.5,5,NA,1,NA,2004,2017,13,NA,NA,revisit
121,Freds,FRD1309010,FRD901,2022,ABCO,O,NA,17.0,13.5,2.0,5,NA,1,NA,2004,2017,13,NA,NA,revisit
122,Freds,FRD1309010,FRD901,2022,CADE,U,NA,75.0,NA,NA,NA,NA,1,NA,2004,NA,NA,NA,NA,revisit
123,Freds,FRD1309010,FRD901,2022,PIPJ,O,3.5,227.0,192.0,20.0,11,NA,1,NA,2004,2011,7,NA,NA,revisit
124,Freds,FRD1309010,FRD901,2022,PIPJ,O,5.5,240.0,230.0,30.0,11,NA,1,NA,2004,2011,7,NA,NA,revisit
125,Freds,FRD1309010,FRD901,2022,ABCO,U,NA,13.5,11.5,1.0,5,NA,1,NA,2004,2017,13,NA,NA,revisit
126,Freds,FRD1309010,FRD901,2022,PIPJ,U,1.0,159.0,133.0,16.0,7,NA,1,NA,2004,2015,11,NA,NA,revisit
127,Freds,FRD1309010,FRD901,2022,PILA,O,NA,100.0,94.5,5.5,10,NA,1,Codominant,2004,2012,8,NA,NA,revisit
128,Freds,FRD1309010,FRD901,2022,PILA,O,NA,110.5,99.5,7.0,10,NA,1,Codominant,2004,2012,8,NA,NA,revisit
129,Freds,FRD1309010,FRD901,2022,PIPJ,O,NA,80.5,70.0,7.0,9,NA,1,NA,2004,2013,9,NA,NA,revisit
130,Freds,FRD1309010,FRD901,2022,PIPJ,O,6.5,260.0,220.0,20.0,11,NA,1,NA,2004,2011,7,NA,NA,revisit
131,Freds,FRD130026,FRD026,2022,QUCH,O,4.0,285.0,NA,NA,NA,7,1,NA,2004,NA,NA,NA,NA,revisit
132,Freds,FRD120103,FRD103,2022,QUCH,M,1.5,221.0,NA,NA,NA,4,1,NA,2004,NA,NA,NA,NA,revisit
133,Freds,FRD120103,FRD103,2022,QUCH,M,2.0,190.0,NA,NA,NA,NA,1,NA,2004,NA,NA,NA,NA,revisit
134,Freds,FRD120103,FRD103,2022,QUCH,M,3.0,320.0,NA,NA,NA,6,1,NA,2004,NA,NA,NA,NA,revisit
135,Freds,FRD120103,FRD103,2022,QUCH,U,1.0,185.0,NA,NA,NA,8,1,NA,2004,NA,NA,NA,NA,revisit
136,Freds,FRD120103,FRD103,2022,QUCH,U,NA,97.0,NA,NA,NA,NA,1,NA,2004,NA,NA,NA,NA,revisit
137,Freds,FRD120103,FRD103,2022,PIPJ,U,NA,103.0,101.0,5.0,8,NA,1,NA,2004,2014,10,NA,NA,revisit
138,Freds,FRD120103,FRD103,2022,QUCH,O,6.0,480.0,NA,NA,NA,12,1,NA,2004,NA,NA,NA,NA,revisit
139,Freds,FRD120103,FRD103,2022,QUKE,U,NA,30.0,NA,NA,NA,NA,1,NA,2004,NA,NA,NA,NA,revisit
140,Freds,FRD120103,FRD103,2022,QUCH,O,1.0,170.0,NA,NA,NA,3,1,NA,2004,NA,NA,NA,NA,revisit
141,Freds,FRD120103,FRD103,2022,QUCH,O,NA,80.0,NA,NA,NA,NA,1,NA,2004,NA,NA,NA,NA,revisit
142,Freds,FRD120103,FRD103,2022,QUCH,U,2.5,234.0,NA,NA,NA,4,1,NA,2004,NA,NA,NA,NA,revisit
143,Freds,FRD120103,FRD103,2022,QUCH,O,NA,137.0,NA,NA,NA,NA,1,NA,2004,NA,NA,NA,NA,revisit
144,Freds,FRD120103,FRD103,2022,QUCH,U,2.0,226.0,NA,NA,NA,2,1,NA,2004,NA,NA,NA,NA,revisit
145,Freds,FRD120103,FRD103,2022,QUCH,U,NA,126.0,NA,NA,NA,2,1,NA,2004,NA,NA,NA,NA,revisit
146,Freds,FRD120103,FRD103,2022,QUCH,O,3.0,510.0,NA,NA,NA,10,1,NA,2004,NA,NA,NA,NA,revisit
147,Freds,FRD120103,FRD103,2022,QUCH,U,NA,48.0,NA,NA,NA,5,1,NA,2004,NA,NA,NA,NA,revisit
148,Freds,FRD120103,FRD103,2022,QUCH,O,3.5,327.0,NA,NA,NA,5,1,NA,2004,NA,NA,NA,NA,revisit
149,Freds,FRD120103,FRD103,2022,QUCH,M,4.0,249.0,NA,NA,NA,13,1,NA,2004,NA,NA,NA,NA,revisit
150,Freds,FRD120103,FRD103,2022,QUCH,O,5.0,330.0,NA,NA,NA,5,1,NA,2004,NA,NA,NA,NA,revisit
151,CLV,151,151,2022,PIPJ,O,5.0,238.0,226.0,22.0,12,NA,1,NA,1992,2010,18,NA,NA,revisit
152,CLV,151,151,2022,ABCO,U,NA,54.0,49.0,5.0,15,NA,1,NA,1992,2007,15,NA,NA,revisit
153,CLV,151,151,2022,ABCO,U,NA,9.0,8.0,1.5,5,NA,1,NA,1992,2017,25,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
154,CLV,135,135,2022,SASC,O,10,590.0,NA,NA,NA,4,19,Averaged # of sprouts.,1992,NA,NA,NA,NA,revisit
155,CLV,135,135,2022,ABCO,U,NA,26.0,21.0,5.5,6,NA,1,NA,1992,2016,24,NA,NA,revisit
156,CLV,140,140,2022,SASC,U,NA,137.0,NA,NA,NA,2,1,NA,1992,NA,NA,NA,NA,revisit
157,CLV,140,140,2022,SASC,O,1.0,201.0,NA,NA,NA,4,1,NA,1992,NA,NA,NA,NA,revisit
158,CLV,140,140,2022,SASC,O,4.0,480.0,NA,NA,NA,2,1,NA,1992,NA,NA,NA,NA,revisit
159,CLV,140,140,2022,SASC,M,1.0,201.0,NA,NA,NA,4,1,NA,1992,NA,NA,NA,NA,revisit
160,CLV,140,140,2022,QUKE,U,NA,8.5,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
161,CLV,140,140,2022,SASC,O,5.5,410.0,NA,NA,NA,7,1,NA,1992,NA,NA,NA,NA,revisit
162,CLV,140,140,2022,QUKE,U,NA,11.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
163,CLV,140,140,2022,QUKE,U,NA,6.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
164,CLV,140,140,2022,SASC,O,6.0,390.0,NA,NA,NA,13,1,NA,1992,NA,NA,NA,NA,revisit
165,CLV,140,140,2022,PIPJ,U,0.5,220.0,218.0,6.0,11,NA,1,NA,1992,2011,19,NA,NA,revisit
166,CLV,140,140,2022,PIPJ,O,32.5,1340.0,1330.0,30.0,17,NA,1,NA,1992,2005,13,NA,NA,revisit
167,CLV,140,140,2022,SASC,U,7.5,660.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
168,CLV,140,140,2022,SASC,U,5.0,470.0,NA,NA,NA,2,1,NA,1992,NA,NA,NA,NA,revisit
169,CLV,140,140,2022,QUKE,U,NA,9.5,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
170,CLV,140,140,2022,QUKE,U,NA,11.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
171,CLV,140,140,2022,QUKE,U,NA,9.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
172,CLV,116,116,2022,QUKE,U,NA,8.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
173,CLV,117,117,2022,SASC,O,7.5,620.0,NA,NA,NA,6,1,NA,1992,NA,NA,NA,NA,revisit
174,CLV,117,117,2022,QUKE,U,NA,5.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
175,CLV,117,117,2022,QUKE,U,NA,18.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
176,CLV,117,117,2022,QUKE,U,NA,10.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
177,CLV,117,117,2022,SASC,O,5,510,NA,NA,NA,11,1,NA,1992,NA,NA,NA,NA,revisit
178,CLV,138,138,2022,QUKE,U,NA,4,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
179,CLV,138,138,2022,QUKE,U,NA,6,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
180,CLV,138,138,2022,SASC,M,3,316.5,NA,NA,NA,11,1,NA,1992,NA,NA,NA,NA,revisit
181,CLV,138,138,2022,QUKE,U,NA,2.5,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
182,CLV,138,138,2022,QUKE,U,NA,13.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
183,CLV,138,138,2022,SASC,O,3.0,332.5,NA,NA,NA,15,1,NA,1992,NA,NA,NA,NA,revisit
184,CLV,138,138,2022,SASC,M,2.0,241.5,NA,NA,NA,10,1,NA,1992,NA,NA,NA,NA,revisit
185,CLV,138,138,2022,SASC,M,1.0,222.0,NA,NA,NA,36,1,NA,1992,NA,NA,NA,NA,revisit
186,CLV,138,138,2022,SASC,O,2.0,269.0,NA,NA,NA,11,1,NA,1992,NA,NA,NA,NA,revisit
187,CLV,138,138,2022,SASC,O,3.5,425.0,NA,NA,NA,33,1,NA,1992,NA,NA,NA,NA,revisit
188,CLV,138,138,2022,QUKE,O,7.0,463.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
189,CLV,138,138,2022,QUKE,U,NA,4.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
190,CLV,138,138,2022,SASC,O,1.5,272.5,NA,NA,NA,2,1,NA,1992,NA,NA,NA,NA,revisit
191,CLV,138,138,2022,SASC,U,1.0,189.0,NA,NA,NA,18,1,NA,1992,NA,NA,NA,NA,revisit
192,CLV,138,138,2022,SASC,M,4.0,3.5,NA,NA,NA,6,1,NA,1992,NA,NA,NA,NA,revisit
193,CLV,138,138,2022,QUKE,U,NA,13.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
194,CLV,138,138,2022,SASC,O,4.5,405.0,NA,NA,NA,4,1,NA,1992,NA,NA,NA,NA,revisit
195,CLV,138,138,2022,SASC,M,1.5,310.0,NA,NA,NA,4,1,NA,1992,NA,NA,NA,NA,revisit
196,CLV,138,138,2022,SASC,M,2.0,279.0,NA,NA,NA,5,1,NA,1992,NA,NA,NA,NA,revisit
197,CLV,113,113,2022,QUKE,U,NA,9.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
198,CLV,113,113,2022,SASC,O,19.0,870.0,NA,NA,NA,7,1,NA,1992,NA,NA,NA,NA,revisit
199,CLV,113,113,2022,QUKE,U,NA,10.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
200,CLV,113,113,2022,QUKE,U,NA,7.0,NA,NA,NA,NA,1,NA,1992,NA,NA,NA,NA,revisit
201,CLV,114,114,2022,SASC,O,6.5,7.7,NA,NA,NA,12,11,NA,1992,NA,NA,NA,NA,revisit
201,CLV,114,114,2022,SASC,O,6.5,7.7,NA,NA,NA,12,11,NA,1992,NA,NA,NA,NA,revisit
201,CLV,114,114,2022,SASC,O,6.5,7.7,NA,NA,NA,12,11,NA,1992,NA,NA,NA,NA,revisit
201,CLV,114,114,2022,SASC,O,6.5,7.7,NA,NA,NA,12,11,NA,1992,NA,NA,NA,NA,revisit
201,CLV,114,114,2022,SASC,O,6.5,7.7,NA,NA,NA,12,11,NA,1992,NA,NA,NA,NA,revisit
201,CLV,114,114,2022,SASC,O,6.5,7.7,NA,NA,NA,12,11,NA,1992,NA,NA,NA,NA,revisit
201,CLV,114,114,2022,SASC,O,6.5,7.7,NA,NA,NA,12,11,NA,1992,NA,NA,NA,NA,revisit
201,CLV,114,114,2022,SASC,O,6.5,7.7,NA,NA,NA,12,11,NA,1992,NA,NA,NA,NA,revisit
201,CLV,114,114,2022,SASC,O,6.5,7.7,NA,NA,NA,12,11,NA,1992,NA,NA,NA,NA,revisit
201,CLV,114,114,2022,SASC,O,6.5,7.7,NA,NA,NA,12,11,NA,1992,NA,NA,NA,NA,revisit
201,CLV,114,114,2022,SASC,O,6.5,7.7,NA,NA,NA,12,11,NA,1992,NA,NA,NA,NA,revisit
202,CLV,114,114,2022,PIPJ,U,1.1,205.0,201.0,5.0,23,NA,1,NA,1992,1999,7,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
